year,desplazamiento,cilindros,co2,consumo_litros_milla,clase_tipo_Coche Familiar,clase_tipo_Coches Grandes,clase_tipo_Coches Medianos,clase_tipo_Coches pequeños,clase_tipo_Deportivos,clase_tipo_Furgoneta,clase_tipo_Vehículos Especiales,traccion_tipo_dos,transmision_tipo_Manual,combustible_tipo_Otros tipos de combustible,combustible_tipo_Premium,tamano_motor_tipo_mediano,tamano_motor_tipo_muy grande,tamano_motor_tipo_muy pequeño,tamano_motor_tipo_pequeño,consumo_tipo_bajo,consumo_tipo_moderado,consumo_tipo_muy alto,consumo_tipo_muy bajo,co2_tipo_bajo,co2_tipo_moderado,co2_tipo_muy alto,co2_tipo_muy bajo,cluster
-0.6706380596396262,-0.0161365063136494,0.2612497497569688,0.2543546304231407,0.2546214818105773,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.6706380596396262,-0.0161365063136494,0.2612497497569688,0.016324182495945,0.0173473648317978,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.6706380596396262,-0.0161365063136494,0.2612497497569688,0.016324182495945,0.0173473648317978,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.6706380596396262,-0.0161365063136494,0.2612497497569688,0.016324182495945,0.0173473648317978,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.573382061837496,-0.0161365063136494,0.2612497497569688,0.2543546304231407,0.2546214818105773,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.573382061837496,-0.0161365063136494,0.2612497497569688,0.016324182495945,0.0173473648317978,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.573382061837496,-0.0161365063136494,0.2612497497569688,0.016324182495945,0.0173473648317978,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.573382061837496,-0.0161365063136494,0.2612497497569688,0.016324182495945,0.0173473648317978,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
0.0101539249752853,0.2209682931892735,0.2612497497569688,0.5203886604594182,0.5198102007868627,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6
0.1074099227774156,0.2209682931892735,0.2612497497569688,0.5203886604594182,0.5198102007868627,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6
1.2744818964029785,0.2209682931892735,0.2612497497569688,-0.6957583525093918,-0.7254237839713426,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,5
1.3717378942051086,0.2209682931892735,0.2612497497569688,-0.6957583525093918,-0.7254237839713426,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,5
1.468993892007239,0.2209682931892735,0.2612497497569688,-0.6865981844896888,-0.7254237839713426,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,5
1.468993892007239,0.2209682931892735,0.2612497497569688,-0.5491956641941431,-0.5650527404797562,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,5
